467514734972.25909 467514734972.29132 467514734972.33862 467514734972.36188 467514734972.38885 467514734972.48175 467514734972.44922 467514734972.44922 467514734972.45123 467514734972.50854 467514734972.51978 467514734972.55188 467514734972.57617 467514734972.58258 467514734972.58459 467514734972.6004 467514734972.60931 467514734972.62634 467514734972.63672 467514734972.66943 467514734972.67084 467514734972.6861 467514734972.71985 467514734972.73706 467514734972.75525 467514734972.7951 467514734972.80127 467514734972.82703 467514734972.86798 467514734972.85938 467514734972.83545 467514734972.92786 467514734972.96704 
467514734972.69104 467514734972.7196 467514734972.75873 467514734972.80389 467514734972.85364 467514734972.90619 * * * * * * * * * * * * * * * * * * * * * 467514734973.60431 467514734973.65594 467514734973.70734 467514734973.75922 467514734973.80896 467514734973.84827 
467514734972.72937 467514734972.76111 467514734972.80237 467514734972.85022 467514734972.90454 467514734972.96954 * * * * * * * * * * * * * * * * * * * * * 467514734973.6817 467514734973.73474 467514734973.78967 467514734973.84619 467514734973.90497 467514734973.97528 
467514734972.75195 467514734972.79602 467514734972.84235 467514734972.89294 467514734972.94788 467514734973.00427 * * * * * * * * * * * * * * * * * * * * * 467514734973.75635 467514734973.81366 467514734973.87231 467514734973.93146 467514734973.99097 467514734974.05182 
467514734972.78442 467514734972.83173 467514734972.88104 467514734972.93378 467514734972.99268 * * * * * * * * * * * * * * * * * * * * * * * 467514734973.89325 467514734973.95636 467514734974.01813 467514734974.07739 467514734974.13281 
467514734972.81873 467514734972.86841 467514734972.91956 467514734972.9718 467514734973.02008 * * * * * * * * * * * * * * * * * * * * * * * 467514734973.97534 467514734974.0437 467514734974.10913 467514734974.16943 467514734974.21881 
467514734972.85364 467514734972.90668 467514734972.96069 467514734973.01721 467514734973.08038 * * * * * * * * * * * * * * * * * * * * * * * 467514734974.06146 467514734974.13599 467514734974.20715 467514734974.27423 467514734974.33997 
467514734972.89508 467514734972.94727 467514734973.00256 467514734973.05939 467514734973.10931 * * * * * * * * * * * * * * * * * * * * * * * 467514734974.1485 467514734974.23364 467514734974.31128 467514734974.38208 467514734974.45178 
467514734972.93799 467514734972.98816 467514734973.04639 467514734973.11182 467514734973.19427 * * * * * * * * * * * * * * * * * * * * * * * 467514734974.23517 467514734974.34094 467514734974.42426 467514734974.49292 467514734974.53864 
467514734972.96014 467514734973.02441 467514734973.08643 467514734973.15076 467514734973.21777 467514734973.27545 * * * * * * * * * * * * * * * * * * * * * 467514734974.31073 467514734974.38696 467514734974.47296 467514734974.55383 467514734974.62854 467514734974.70074 
467514734973.00604 467514734973.06647 467514734973.12787 467514734973.19067 467514734973.25427 467514734973.3175 * * * * * * * * * * * * * * * * * * * * * 467514734974.45398 467514734974.53156 467514734974.61243 467514734974.69208 467514734974.7688 467514734974.84387 
467514734973.05542 467514734973.11115 467514734973.17145 467514734973.23334 467514734973.29498 467514734973.35205 * * * * * * * * * * * * * * * * * * * * * 467514734974.59662 467514734974.67523 467514734974.75543 467514734974.83514 467514734974.91272 467514734974.98682 
467514734973.09894 467514734973.15515 467514734973.21698 467514734973.2807 467514734973.34418 467514734973.40808 467514734973.47693 * * * * * * * * * * * * * * * * * * * 467514734974.6582 467514734974.73907 467514734974.82001 467514734974.90155 467514734974.98248 467514734975.06219 467514734975.14301 
467514734973.12817 467514734973.19751 467514734973.26471 467514734973.33118 467514734973.39697 467514734973.46326 467514734973.53015 467514734973.59473 * * * * * * * * * * * * * * * * * 467514734974.71924 467514734974.80133 467514734974.88428 467514734974.96759 467514734975.05096 467514734975.1333 467514734975.21277 467514734975.28992 
467514734973.16162 467514734973.24615 467514734973.31799 467514734973.38647 467514734973.45422 467514734973.52197 467514734973.58984 467514734973.65839 467514734973.73328 * * * * * * * * * * * * * * * 467514734974.78503 467514734974.86304 467514734974.94666 467514734975.03217 467514734975.11823 467514734975.20435 467514734975.28894 467514734975.36792 467514734975.42792 
467514734973.25085 467514734973.31165 467514734973.37866 467514734973.44714 467514734973.51605 467514734973.58496 467514734973.65326 467514734973.72015 467514734973.78186 467514734973.82043 * * * * * * * * * * * * * 467514734974.81732 467514734974.91498 467514734975.00446 467514734975.0932 467514734975.18237 467514734975.27173 467514734975.36176 467514734975.45215 467514734975.54419 467514734975.64117 
467514734973.31421 467514734973.37512 467514734973.4422 467514734973.5119 467514734973.58215 467514734973.65265 467514734973.7226 467514734973.79163 467514734973.85815 467514734973.92224 467514734974.00165 * * * * * * * * * * * 467514734974.87201 467514734974.96228 467514734975.0567 467514734975.14996 467514734975.24268 467514734975.33533 467514734975.4281 467514734975.52161 467514734975.61694 467514734975.7179 467514734975.83698 
467514734973.37378 467514734973.43695 467514734973.50732 467514734973.57971 467514734973.65265 467514734973.72565 467514734973.79834 467514734973.87036 467514734973.94177 467514734974.01343 467514734974.08899 467514734974.16333 467514734974.23413 467514734974.29901 * * * * * 467514734974.75842 467514734974.84985 467514734974.90729 467514734975.01007 467514734975.10693 467514734975.20349 467514734975.29968 467514734975.39539 467514734975.49115 467514734975.58698 467514734975.68262 467514734975.77887 467514734975.87604 467514734975.9751 
467514734973.40509 467514734973.49622 467514734973.57507 467514734973.65161 467514734973.72778 467514734973.80371 467514734973.87921 467514734973.95459 467514734974.03015 467514734974.10583 467514734974.1825 467514734974.25879 467514734974.3338 467514734974.40771 467514734974.48438 467514734974.5592 467514734974.63489 467514734974.71515 467514734974.78711 467514734974.88556 467514734974.97772 467514734975.0625 467514734975.1582 467514734975.25592 467514734975.35449 467514734975.45337 467514734975.55188 467514734975.65076 467514734975.74908 467514734975.84631 467514734975.9422 467514734976.03491 467514734976.12256 
467514734973.49994 467514734973.57239 467514734973.65009 467514734973.72858 467514734973.80774 467514734973.8866 467514734973.96533 467514734974.04401 467514734974.12299 467514734974.20221 467514734974.28131 467514734974.36053 467514734974.43964 467514734974.5188 467514734974.599 467514734974.67957 467514734974.76135 467514734974.84534 467514734974.93042 467514734975.02356 467514734975.11755 467514734975.21124 467514734975.30865 467514734975.4082 467514734975.50934 467514734975.6109 467514734975.71246 467514734975.81427 467514734975.91528 467514734976.01489 467514734976.11169 467514734976.20154 467514734976.26843 
467514734973.56525 467514734973.64807 467514734973.72968 467514734973.81067 467514734973.8924 467514734973.97418 467514734974.05591 467514734974.13806 467514734974.2204 467514734974.30261 467514734974.38525 467514734974.46771 467514734974.55066 467514734974.63397 467514734974.71838 467514734974.80371 467514734974.89056 467514734974.97949 467514734975.07068 467514734975.16547 467514734975.26251 467514734975.36096 467514734975.46179 467514734975.56409 467514734975.66791 467514734975.77264 467514734975.8775 467514734975.9823 467514734976.08643 467514734976.18951 467514734976.2915 467514734976.39374 467514734976.5069 
467514734973.64697 467514734973.73004 467514734973.81464 467514734973.89758 467514734973.98254 467514734974.06696 467514734974.15204 467514734974.23712 467514734974.32239 467514734974.40784 467514734974.4939 467514734974.57983 467514734974.66656 467514734974.75354 467514734974.8421 467514734974.93158 467514734975.02289 467514734975.11646 467514734975.21234 467514734975.31006 467514734975.41083 467514734975.51251 467514734975.61713 467514734975.72314 467514734975.83002 467514734975.93781 467514734976.04614 467514734976.15442 467514734976.26166 467514734976.36841 467514734976.474 467514734976.57788 467514734976.6781 
467514734973.72754 467514734973.81573 467514734973.90649 467514734973.98877 467514734974.07892 467514734974.16498 467514734974.25372 467514734974.34161 467514734974.43024 467514734974.51843 467514734974.60797 467514734974.69708 467514734974.78735 467514734974.87714 467514734974.97028 467514734975.06305 467514734975.15826 467514734975.25629 467514734975.35699 467514734975.45721 467514734975.56323 467514734975.66608 467514734975.77698 467514734975.88599 467514734975.99615 467514734976.10699 467514734976.21875 467514734976.33075 467514734976.44159 467514734976.552 467514734976.66113 467514734976.76849 467514734976.87207 
